#127.0.0.1 localhost
127.0.0.1 stats.ladotstats.nl
127.0.0.1 stats.macworld.com
127.0.0.1 stats.magnify.net
127.0.0.1 stats.manticoretechnology.com
127.0.0.1 stats.millanusa.com
127.0.0.1 stats.nowpublic.com
127.0.0.1 stats.paycounter.com
127.0.0.1 stats.platinumbucks.com
127.0.0.1 stats.popscreen.com
127.0.0.1 stats.reinvigorate.net
127.0.0.1 stats.resellerratings.com
127.0.0.1 stats.revenue.net
127.0.0.1 stats.searchles.com
127.0.0.1 stats.space-es.com
127.0.0.1 stats.sponsorafuture.org.uk
127.0.0.1 stats.srvasnet.info
127.0.0.1 stats.ssa.gov
127.0.0.1 stats.street-jeni.us
127.0.0.1 stats.styletechnology.me
127.0.0.1 stats.superstats.com
127.0.0.1 stats.telegraph.co.uk
127.0.0.1 stats.thoughtcatalog.com
127.0.0.1 stats.townnews.com
127.0.0.1 stats.ultimate-webservices.com
127.0.0.1 stats.unionleader.com
127.0.0.1 stats.video.search.yahoo.com
127.0.0.1 stats.vodpod.com
127.0.0.1 stats.wordpress.com
127.0.0.1 stats.wp.com
127.0.0.1 stats.www.ibm.com
127.0.0.1 stats.yourminis.com
127.0.0.1 stat.webmedia.pl
127.0.0.1 stat.www.fi
127.0.0.1 stat.yellowtracker.com
127.0.0.1 stat.youku.com
127.0.0.1 stellarium.fr
127.0.0.1 stl.p.a1.traceworks.com
127.0.0.1 straighttangerine.cz.cc
127.0.0.1 st.sageanalyst.net
127.0.0.1 sugoicounter.com
127.0.0.1 superstats.com
127.0.0.1 sync.bfmio.com
127.0.0.1 sync.clickonometrics.pl
127.0.0.1 s.youtube.com	
127.0.0.1 systweak.com
#127.0.0.1 t2.hulu.com
127.0.0.1 tag.crsspxl.com
127.0.0.1 tagging.outrider.com
127.0.0.1 tags.bkrtx.com
127.0.0.1 talkcity.realtracker.com
127.0.0.1 targetnet.com
127.0.0.1 tates.freestats.com
127.0.0.1 tcookie.usatoday.com
127.0.0.1 tcr.tynt.com
127.0.0.1 telecharger-openoffice.fr
127.0.0.1 testgw.iovation.com
127.0.0.1 test.iovation.com
127.0.0.1 tgpcounter.freethumbnailgalleries.com
127.0.0.1 thecounter.com
127.0.0.1 the-counter.net
127.0.0.1 themecounter.com
127.0.0.1 the.sextracker.com
127.0.0.1 tipsurf.com
127.0.0.1 toolbarpartner.com
127.0.0.1 tools.spylog.ru
127.0.0.1 top.mail.ru
127.0.0.1 topstats.com
127.0.0.1 topstats.net
127.0.0.1 torstarcollect.247realmedia.com
127.0.0.1 tour.SweetDiscreet.com
127.0.0.1 tour.xxxblackbook.com
127.0.0.1 track12.offersbymail.com
127.0.0.1 track1.offers2004.com
127.0.0.1 track2.mybloglog.com
127.0.0.1 track2.ultimateinternetoffers.com
127.0.0.1 track3.your-picks.com
127.0.0.1 track.941tracking.com
127.0.0.1 tracka.businessleadbuilder.com
127.0.0.1 track.adform.com
127.0.0.1 track.adform.net
127.0.0.1 track.adrevolver.com
127.0.0.1 track.anideaevolves.com
127.0.0.1 track.bannerbridge.net
127.0.0.1 track.brucelead.com
127.0.0.1 track.businesstrenders.com
127.0.0.1 track.businessunionorg.com
127.0.0.1 track.clearsender.com
127.0.0.1 track.clickcabintracker.com
127.0.0.1 track.clicksure.com
127.0.0.1 track.construclique.com
127.0.0.1 track.did-it.com
127.0.0.1 track.digitcked.com
127.0.0.1 track.digluen.com
127.0.0.1 track.digning.com
127.0.0.1 track.diguati.com
127.0.0.1 track.directleads.com
127.0.0.1 track.domainsponsor.com
127.0.0.1 track.dotsly.com
127.0.0.1 track.effiliation.com
127.0.0.1 track.eg-innovations.net
127.0.0.1 track.emailsvc.net
127.0.0.1 track.enviodemails.com
127.0.0.1 tracker1.leadiya.com
127.0.0.1 tracker.blueprintinteractivetest.com
127.0.0.1 tracker.bonnint.net
127.0.0.1 tracker.cl1.fidelizador.com
127.0.0.1 tracker.clicktrade.com
127.0.0.1 tracker.consumerpackage.net
127.0.0.1 tracker.coopt.com
127.0.0.1 tracker.eton-events.com
127.0.0.1 tracker.hitmatic.com
127.0.0.1 tracker.idg.co.uk
127.0.0.1 tracker.mailvalue.net
127.0.0.1 tracker.marketsvc.net
127.0.0.1 tracker.mattel.com
127.0.0.1 tracker.netklix.com
127.0.0.1 tracker.offermarket.net
127.0.0.1 tracker.onapps.org
127.0.0.1 tracker.promosvc.com
127.0.0.1 tracker.promovalue.us
127.0.0.1 tracker.svcoffer.com
127.0.0.1 tracker.tradedoubler.com
127.0.0.1 track.exclusivecpa.com
127.0.0.1 track.ft.com
127.0.0.1 track.gawker.com
127.0.0.1 track.greatofferstoyou.net
127.0.0.1 track.grmtracking.com
127.0.0.1 track.homestead.com
127.0.0.1 track.hotdrugsstore.in
#127.0.0.1 track.hulu.com.
127.0.0.1 track.india-marketing.in
127.0.0.1 tracking.10e20.com
127.0.0.1 tracking.3com.com
127.0.0.1 tracking.45-fe6b6-aah.co.uk
127.0.0.1 tracking.adalyser.com
127.0.0.1 tracking.adctrack.com
127.0.0.1 tracking.adgoon.it
127.0.0.1 tracking.adjug.com
127.0.0.1 tracking.allposters.com
127.0.0.1 tracking.ariong.us
127.0.0.1 tracking.arxibs01.com
127.0.0.1 tracking.baddoggiemediagroup.com
127.0.0.1 tracking.carprices.com
127.0.0.1 tracking.crossovertech.asia
127.0.0.1 tracking.drsfostersmith.com
127.0.0.1 tracking.eforceworld.com
127.0.0.1 tracking.engagedigitalmedia.com
127.0.0.1 tracking.experience.com
127.0.0.1 tracking.fanbridge.com
127.0.0.1 tracking-financial-review.net
127.0.0.1 tracking.fitprosperity.net
127.0.0.1 tracking.foxnews.com
127.0.0.1 tracking.gajmp.com
127.0.0.1 tracking.ibexnetwork.com
127.0.0.1 tracking.ilinkmd.com
127.0.0.1 tracking.imagewebdesign.fr
127.0.0.1 tracking.iol.co.za
127.0.0.1 tracking.ipermission.net
127.0.0.1 tracking.ipermit.net
127.0.0.1 tracking.jef74.com
127.0.0.1 tracking.lay-ota.fr
127.0.0.1 tracking.layo-ta.fr
127.0.0.1 tracking.lifescript.com
127.0.0.1 tracking.mailtracker.in
127.0.0.1 tracking.marketviaemail.net
127.0.0.1 tracking.motleyfool.com
127.0.0.1 tracking.msadcenter.msn.com
127.0.0.1 tracking.murdoog.com
127.0.0.1 tracking.myunidays.com
127.0.0.1 tracking.nesox.com
127.0.0.1 tracking.oceantidemedia.com
127.0.0.1 tracking.oerug.com
127.0.0.1 tracking.oggifinogi.com
127.0.0.1 tracking.paymentfindermail.net
127.0.0.1 tracking.pennystockpicks.net
127.0.0.1 tracking.percentmobile.com
127.0.0.1 tracking.perfectwaterpurifier.net
127.0.0.1 tracking.prm20cloud.com
127.0.0.1 tracking.publicidees.com
127.0.0.1 tracking.quisma.com
127.0.0.1 tracking.rangeonlinemedia.com
127.0.0.1 tracking.salkmarketing.com
127.0.0.1 tracking.searchmarketing.com
127.0.0.1 tracking.stampready.net
127.0.0.1 tracking.summitmedia.co.uk
127.0.0.1 tracking.trafficjunky.net
127.0.0.1 tracking.trutv.com
127.0.0.1 tracking.vindicosuite.com
127.0.0.1 trackit.vicotech.com
127.0.0.1 track.iwfueh.us
127.0.0.1 track.justdoing.biz
127.0.0.1 track.kscentraltrack.us
127.0.0.1 track.lawoftrade.com
127.0.0.1 track.learntotradesrv.com
127.0.0.1 track.lfstmedia.com
127.0.0.1 track.linkmails.net
127.0.0.1 track.lmsadvlc.ru
127.0.0.1 trackmail3345.com
127.0.0.1 track.mailvalue.net
127.0.0.1 track.marketingontarget.net
127.0.0.1 track.marketsvc.net
127.0.0.1 track.mdirector.com
127.0.0.1 track.mdrctr.com
127.0.0.1 track.mia-base.com
127.0.0.1 track.mindfieldresources.com
127.0.0.1 track.msadcenter.afgz.com
127.0.0.1 track.msadcenter.ajfy.com
127.0.0.1 track.msadcenter.ama.com
127.0.0.1 track.msadcenter.bfy.com
127.0.0.1 track.msadcenter.bvp.com
127.0.0.1 track.msadcenter.cdn.com
127.0.0.1 track.msadcenter.ceio.com
127.0.0.1 track.msadcenter.chpn.com
127.0.0.1 track.msadcenter.cxtv.com
127.0.0.1 track.msadcenter.dgt.com
127.0.0.1 track.msadcenter.dtx.com
127.0.0.1 track.msadcenter.dxr.com
127.0.0.1 track.msadcenter.ebg.com
127.0.0.1 track.msadcenter.emee.com
127.0.0.1 track.msadcenter.eqq.com
127.0.0.1 track.msadcenter.etvz.com
127.0.0.1 track.msadcenter.fal.com
127.0.0.1 track.msadcenter.fcuk.com
127.0.0.1 track.msadcenter.fmi.com
127.0.0.1 track.msadcenter.fvpl.com
127.0.0.1 track.msadcenter.gdb.com
127.0.0.1 track.msadcenter.gmiy.com
127.0.0.1 track.msadcenter.hex.com
127.0.0.1 track.msadcenter.hih.com
127.0.0.1 track.msadcenter.hlh.com
127.0.0.1 track.msadcenter.hnsl.com
127.0.0.1 track.msadcenter.igzr.com
127.0.0.1 track.msadcenter.imc.com
127.0.0.1 track.msadcenter.iuf.com
127.0.0.1 track.msadcenter.iuh.com
127.0.0.1 track.msadcenter.izy.com
127.0.0.1 track.msadcenter.jzz.com
127.0.0.1 track.msadcenter.kfgy.com
127.0.0.1 track.msadcenter.kfz.com
127.0.0.1 track.msadcenter.khrg.com
127.0.0.1 track.msadcenter.kkal.com
127.0.0.1 track.msadcenter.kpuo.com
127.0.0.1 track.msadcenter.krt.com
127.0.0.1 track.msadcenter.llu.com
127.0.0.1 track.msadcenter.lngl.com
127.0.0.1 track.msadcenter.lrgo.com
127.0.0.1 track.msadcenter.ltp.com
127.0.0.1 track.msadcenter.lyv.com
127.0.0.1 track.msadcenter.lzwp.com
127.0.0.1 track.msadcenter.mazp.com
127.0.0.1 track.msadcenter.mjze.com
127.0.0.1 track.msadcenter.mkqa.com
127.0.0.1 track.msadcenter.moas.com
127.0.0.1 track.msadcenter.msw.com
127.0.0.1 track.msadcenter.mur.com
127.0.0.1 track.msadcenter.nge.com
127.0.0.1 track.msadcenter.nho.com
127.0.0.1 track.msadcenter.nlke.com
127.0.0.1 track.msadcenter.nyfg.com
127.0.0.1 track.msadcenter.oah.com
127.0.0.1 track.msadcenter.pcp.com
127.0.0.1 track.msadcenter.pka.com
127.0.0.1 track.msadcenter.psof.com
127.0.0.1 track.msadcenter.pszn.com
127.0.0.1 track.msadcenter.pwpn.com
127.0.0.1 track.msadcenter.qpz.com
127.0.0.1 track.msadcenter.qru.com
127.0.0.1 track.msadcenter.qsvv.com
127.0.0.1 track.msadcenter.qymv.com
127.0.0.1 track.msadcenter.rfjq.com
127.0.0.1 track.msadcenter.ruum.com
127.0.0.1 track.msadcenter.sax.com
127.0.0.1 track.msadcenter.scz.com
127.0.0.1 track.msadcenter.sfq.com
127.0.0.1 track.msadcenter.sgq.com
127.0.0.1 track.msadcenter.shy.com
127.0.0.1 track.msadcenter.szc.com
127.0.0.1 track.msadcenter.tirj.com
127.0.0.1 track.msadcenter.tnuw.com
127.0.0.1 track.msadcenter.toj.com
127.0.0.1 track.msadcenter.trg.com
127.0.0.1 track.msadcenter.tux.com
127.0.0.1 track.msadcenter.usm.com
127.0.0.1 track.msadcenter.usx.com
127.0.0.1 track.msadcenter.vava.com
127.0.0.1 track.msadcenter.vbd.com
127.0.0.1 track.msadcenter.vbug.com
127.0.0.1 track.msadcenter.vcf.com
127.0.0.1 track.msadcenter.vrhe.com
127.0.0.1 track.msadcenter.vyp.com
127.0.0.1 track.msadcenter.wdm.com
127.0.0.1 track.msadcenter.wfm.com
127.0.0.1 track.msadcenter.wmd.com
127.0.0.1 track.msadcenter.won.com
127.0.0.1 track.msadcenter.wup.com
127.0.0.1 track.msadcenter.xda.com
127.0.0.1 track.msadcenter.xpp.com
127.0.0.1 track.msadcenter.xxx.com
127.0.0.1 track.msadcenter.xzh.com
127.0.0.1 track.msadcenter.xzwy.com
127.0.0.1 track.msadcenter.yaz.com
127.0.0.1 track.msadcenter.ybi.com
127.0.0.1 track.msadcenter.ytbp.com
127.0.0.1 track.msadcenter.zepw.com
127.0.0.1 track.msadcenter.zhv.com
127.0.0.1 track.msadcenter.zlx.com
127.0.0.1 track.msadcenter.zmmr.com
127.0.0.1 track.msadcenter.zul.com
127.0.0.1 track.msadcenter.zun.com
127.0.0.1 track.msadcenter.zvjw.com
127.0.0.1 track.msadcenter.zzv.com
127.0.0.1 track.mybloglog.com
127.0.0.1 track.nifty.com
127.0.0.1 track.nuxues.com
127.0.0.1 track.offermarket.net
127.0.0.1 track.omg2.com
127.0.0.1 track.optinstar.com
127.0.0.1 track.pplnk.com
127.0.0.1 track.ppmdating.com
127.0.0.1 track.promosvc.com
127.0.0.1 track.promovalue.us
127.0.0.1 track.publeadmedia.com
127.0.0.1 track.real2come.com
127.0.0.1 track.rediff.com
127.0.0.1 track.resala1.com
127.0.0.1 track.roiservice.com
127.0.0.1 track.searchignite.com
127.0.0.1 track.specialdailydeals4u.com
127.0.0.1 track.statesend.co.in
127.0.0.1 track.stromfeldshippingcenters.com
127.0.0.1 tracksurf.daooda.com
127.0.0.1 track.svcoffer.com
127.0.0.1 track.theprovision.net
127.0.0.1 track.theviralconcept.com
127.0.0.1 track.topromotion.net
127.0.0.1 track.upaknee.com
127.0.0.1 track.vivid.com
127.0.0.1 track.webgains.com
127.0.0.1 track.webprodeals.cf
127.0.0.1 track.xapads.com
127.0.0.1 track.yourmedicalpurchase.ru
127.0.0.1 track.zapromotions.com
127.0.0.1 track.zipalerts.com
127.0.0.1 track.ziprecruiter.com
127.0.0.1 track.zulumarketing.com
127.0.0.1 tradedoubler.com
127.0.0.1 tradedoubler.sonvideopro.com
127.0.0.1 tr.adinterax.com
127.0.0.1 trafficopen.com
127.0.0.1 traffic.spot.im
127.0.0.1 traffic-stats.streamsolutions.co.uk
127.0.0.1 trax.gamespot.com
127.0.0.1 trckaction.com
127.0.0.1 trcko.com
127.0.0.1 trc.taboolasyndication.com
127.0.0.1 treasuredata.com
127.0.0.1 trk.cachemetracking.com
127.0.0.1 trk.kissmetrics.com
127.0.0.1 trkrpoint.com
127.0.0.1 trk.tidaltv.com
127.0.0.1 true-counter.com
127.0.0.1 truecrypt.fr
127.0.0.1 truehits1.gits.net.th
127.0.0.1 t.senaldos.com
127.0.0.1 t.senaluno.com
127.0.0.1 t.signaletre.com
127.0.0.1 t.signauxdeux.com
127.0.0.1 tu.connect.wunderloop.net
127.0.0.1 t.yesware.com
127.0.0.1 tynt.com
127.0.0.1 u1817.16.spylog.com
127.0.0.1 u3102.47.spylog.com
127.0.0.1 u3305.71.spylog.com
127.0.0.1 u3608.20.spylog.com
127.0.0.1 u4056.56.spylog.com
127.0.0.1 u432.77.spylog.com
127.0.0.1 u4396.79.spylog.com
127.0.0.1 u4443.84.spylog.com
127.0.0.1 u4556.11.spylog.com
127.0.0.1 u5234.87.spylog.com
127.0.0.1 u5234.98.spylog.com
127.0.0.1 u5687.48.spylog.com
127.0.0.1 u574.07.spylog.com
127.0.0.1 u604.41.spylog.com
127.0.0.1 u6762.46.spylog.com
127.0.0.1 u6905.71.spylog.com
127.0.0.1 u7748.16.spylog.com
127.0.0.1 u810.15.spylog.com
127.0.0.1 u920.31.spylog.com
127.0.0.1 u977.40.spylog.com
127.0.0.1 udc.msn.com
127.0.0.1 uip.semasio.net
127.0.0.1 uk.cqcounter.com
127.0.0.1 uk.sitestat.com
127.0.0.1 ultimatecounter.com
127.0.0.1 us.2.cqcounter.com
127.0.0.1 usa.nedstat.net
127.0.0.1 us.cqcounter.com
127.0.0.1 v1.nedstatbasic.net
127.0.0.1 v7.stats.load.com
127.0.0.1 v8.analytics.pinsightmedia.com
127.0.0.1 v8engine.pinsightmedia.com
127.0.0.1 v8push.pinsightmedia.com
127.0.0.1 valueclick.com
127.0.0.1 valueclick.net
127.0.0.1 velocecdn.com
127.0.0.1 vertical-stats.huffpost.com
127.0.0.1 video-stats.video.google.com
127.0.0.1 vidstatb.taboola.com
127.0.0.1 vidstat.taboola.com
127.0.0.1 vip.clickzs.com
127.0.0.1 virtualbartendertrack.beer.com
127.0.0.1 visit.theglobeandmail.com
127.0.0.1 vis.sexlist.com
127.0.0.1 voken.eyereturn.com
127.0.0.1 vs.dmtracker.com
127.0.0.1 vsii.spinbox.net
127.0.0.1 vsii.spindox.net
127.0.0.1 w1.tcr112.tynt.com
127.0.0.1 warlog.info
127.0.0.1 warning-message.com
127.0.0.1 wau.tynt.com
127.0.0.1 web1.realtracker.com
127.0.0.1 web2.realtracker.com
127.0.0.1 web3.realtracker.com
127.0.0.1 web4.realtracker.com
127.0.0.1 webanalytics.globalthoughtz.com
127.0.0.1 webbug.seatreport.com
127.0.0.1 web-counter.5u.com
127.0.0.1 webcounter.com
127.0.0.1 webcounter.goweb.de
127.0.0.1 webcounter.together.net
127.0.0.1 webhit.aftenposten.no
127.0.0.1 webhit.afterposten.no
127.0.0.1 webmasterkai.sitetracker.com
127.0.0.1 webpdp.gator.com 	
127.0.0.1 webstat.channel4.com
127.0.0.1 webtrends.telenet.be
127.0.0.1 webtrends.thisis.co.uk
127.0.0.1 webtrends.townhall.com
